"","ID","TDU","REP","PRODUCT","KWH500","KWH1000","KWH2000","RATE_TYPE","RENEWABLE","TERM_LENGTH","PREPAID","TOU","PROMOTION","FACTS_URL"
"1073","18468","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Live Brighter 36",12.9,11.8,11.3,"是",16,36,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDCRXXX2166_ENG_20180807.PDF"
"1074","18473","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","You Got This 36",12.9,11.8,11.3,"是",16,36,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFCRXXX0560_ENG_20180807.PDF"
"1075","18478","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","You Got This Green 12",13.3,12.2,11.7,"是",100,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFCRXXX0563_ENG_20180807.PDF"
"1076","18483","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","You Got This Green 24",13.3,12.2,11.7,"是",100,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFCRXXX0564_ENG_20180807.PDF"
"1077","18511","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","冷运","Pollution Free e-plus 48 Choice",11.2,10.6,10.3,"是",100,48,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed808.pdf"
"1078","18490","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","重货","Shyne Energy Fixed 24",14.7,13.1,12.3,"是",19,0,"老客户","否","散客","http://shyneenergy.com/docs/EFL CNP 24 Month.pdf"
"1079","18505","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","冷运","Pollution Free e-plus 48 Choice",11.2,10.6,10.3,"是",100,48,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed807.pdf"
"1080","18558","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Skip a Summer Renewal",10,9.4,9.1,"是",19,18,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=4033"
"1081","18563","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Friends & Family 12 Green",10.7,10.2,9.9,"是",100,12,"老客户","否","散客","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=FF12G%2b&tdspcode=CNP"
"1082","18515","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Summer Energy Saver",10,9.4,9.1,"是",19,24,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=3958&Promo="
"1083","18567","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","冷运","11 Month Smart Family",31.2,15.6,7.8,"是",4,11,"老客户","否","散客","https://client.infiniteenergy.com/resources/efl/signup/CenterPoint/11-month_Smart_Family"
"1084","18571","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Beat The Heat 12",12.6,11.2,8.5,"是",6,12,"老客户","否","散客","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=BTH12%2b&tdspcode=CNP"
"1085","18597","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Right Choice Value 12",11.4,5.7,14.9,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56122&rkey=8480|3301|1002|23845"
"1086","18598","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Right Choice Basic 12",8.3,13.9,13.9,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56120&rkey=8480|3300|1002|23844"
"1087","18591","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Smart Choice Supreme 12",14.9,13.9,8.4,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56130&rkey=8480|3306|1002|23849"
"1088","18586","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Prime - 12",13.4,6.9,10.2,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27557"
"1089","18587","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Prime - 24",13.4,6.9,10.2,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27558"
"1090","18588","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Smart Choice Supreme Plus 12",16.9,14.9,7.8,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56134&rkey=8480|3307|1002|23851"
"1091","18589","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Right Choice Supreme Plus 12",21.8,10.9,7.8,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56132&rkey=8480|3305|1002|23850"
"1092","18653","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Gexa Choice Lite 9",9.8,10.3,10.5,"是",6,9,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56458&rkey=8480|3360|1002|23907"
"1093","18654","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Gexa Choice Lite 12",9.9,10.4,10.6,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56460&rkey=8480|3360|1002|23908"
"1094","18632","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Windrose Energy Saver",9.7,9.1,8.8,"是",19,6,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=4031"
"1095","18633","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Windrose Energy Saver",9.8,9.2,8.9,"是",19,9,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=4030"
"1096","18593","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Right Choice Supreme 12",19.8,9.9,8.4,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56128&rkey=8480|3304|1002|23848"
"1097","18594","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Smart Choice Value Plus 12",14.9,5.9,10.9,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56126&rkey=8480|3303|1002|23847"
"1098","18595","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","国际","Smart Choice Value 12",14.9,5.5,11.9,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56124&rkey=8480|3302|1002|23846"
"1099","18578","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","冷运","12 Month Smart Apartment",6.8,13.4,16.7,"是",4,12,"老客户","否","散客","https://client.infiniteenergy.com/resources/efl/signup/CenterPoint/12-month_Smart_Apartment"
"1100","18637","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","其他","Freedom Family 12 Month",31.2,15.6,7.8,"是",4,12,"老客户","否","散客","https://client.veteranenergy.us/resources/efl/signup/CenterPoint/Freedom_Family_12-month"
"1101","18685","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","SimpleLife 12 ",10.3,10.3,10.3,"是",100,12,"老客户","否","散客","https://rpm.lifeenergy.com/documents/public/c01b119277ce07daff65b59acd3334d14a1f4e96"
"1102","18686","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","PowerLife 12",10.8,10.3,10,"是",100,12,"老客户","否","散客","https://rpm.lifeenergy.com/documents/public/f3860d0140256cae8690679f4bd97339fd9cf378"
"1103","18687","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","PowerLife 10",9.8,9.3,9,"是",100,10,"老客户","否","散客","https://rpm.lifeenergy.com/documents/public/55a833ad50f725858d25e5d4f4e3e20d0630ecd1"
"1104","18688","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","PowerLife 24",10.8,10.3,10,"是",100,24,"老客户","否","散客","https://rpm.lifeenergy.com/documents/public/5f38dde927c6e6bbb6df686b55458335d00cd009"
"1105","18678","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","电商"," 6 Month Texas Wind (No Min Usage Fee)",9.4,8.8,8.6,"是",100,6,"老客户","否","散客","https://signup.startexpower.constellation.com/Contract/017K4.pdf/?language=EN"
"1106","18705","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","#Turbo12",10.3,9.7,9.4,"否",19,12,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/CNP_Turbo12_PTC_08142018.pdf"
"1107","18707","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","#Turbo18",10.3,9.7,9.4,"是",19,18,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/CNP_Turbo18_PTC_08142018.pdf"
"1108","18708","CENTERPOINT ENERGY HOUSTON ELECTRIC LLC","特惠","#Turbo24",10.4,9.8,9.5,"是",19,24,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/CNP_Turbo24_PTC_08142018.pdf"
"1109","12090","NUECES ELECTRIC COOPERATIVE","特惠","Residential Electricity... Plain and simple.",18.1,14.8,13.2,"否",8,0,"老客户","否","散客","https://neccoopenergy.com/residential-service/residential-prices/nec-coop-residential-prices-fact-sheet/"
"1110","12290","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings Flex",11.6,11.1,10.9,"否",16,1,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-Keep It Simple Savings Flex (English).pdf"
"1111","11956","ONCOR ELECTRIC DELIVERY COMPANY","国际","Super Saver - 9",8.5,8.2,8,"是",19,9,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28367"
"1112","12081","ONCOR ELECTRIC DELIVERY COMPANY","国际","Saver - 12",9.1,8.9,8.8,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28361"
"1113","12102","ONCOR ELECTRIC DELIVERY COMPANY","其他","12 Month Value Fixed",12.2,11.2,10.7,"是",50,12,"老客户","否","散客","https://enroll.viridian.com/document?t=ElectricityFactsLabel&planRateId=1193301"
"1114","12257","ONCOR ELECTRIC DELIVERY COMPANY","冷运","24 Mon NEST Rate",12.1,9.8,9.6,"是",5,24,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/ONCOR/24_mo_Nest_Rate"
"1115","12258","ONCOR ELECTRIC DELIVERY COMPANY","冷运","36 Mon NEST Rate",11.9,9.6,9.4,"是",5,36,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/ONCOR/36_mo_Nest_Rate"
"1116","12300","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings Green Flex",9.3,8.8,8.6,"否",100,1,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-Keep It Simple Savings Green Flex (English).pdf"
"1117","12758","ONCOR ELECTRIC DELIVERY COMPANY","国际","Green Saver - 6",8.6,8.3,8.1,"是",100,6,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28368"
"1118","12690","ONCOR ELECTRIC DELIVERY COMPANY","其他","24 Mon NEST Rate",12.4,10,9.9,"是",4,24,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/Oncor/24_mo_Nest_Rate"
"1119","12691","ONCOR ELECTRIC DELIVERY COMPANY","其他","36 Mon NEST Rate",12.2,9.8,9.6,"是",4,36,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/Oncor/36_mo_Nest_Rate"
"1120","12542","ONCOR ELECTRIC DELIVERY COMPANY","电商","Apartment E-Bill Plan",9.8,9.8,9.8,"是",11,12,"老客户","否","散客","https://www.voltep.com/volt-electricity-efl-404-oncor-power-to-choose-apartment-budget-e-bill-plan.html"
"1121","12535","ONCOR ELECTRIC DELIVERY COMPANY","电商","Easy Fixed",11,11.1,11,"是",17,12,"老客户","否","散客","https://www.voltep.com/volt-electricity-efl-647-oncor-power-to-choose-easy.html"
"1122","12549","ONCOR ELECTRIC DELIVERY COMPANY","其他","Assure 3-month",9.4,8.1,10.4,"是",4,3,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/Oncor/Assure_3-month"
"1123","12550","ONCOR ELECTRIC DELIVERY COMPANY","其他","Assure 12-month",11,9.7,12,"是",4,12,"老客户","否","散客","https://www.veteranenergy.us/client/resources/efl/signup/Oncor/Assure_12-month"
"1124","12086","ONCOR ELECTRIC DELIVERY COMPANY","国际","Easy - 12",9,6.7,14,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27656"
"1125","12087","ONCOR ELECTRIC DELIVERY COMPANY","国际","Easy - 24",9,6.7,14,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27657"
"1126","12096","ONCOR ELECTRIC DELIVERY COMPANY","其他","36 Month Value Fixed",11.8,10.8,10.3,"是",50,36,"老客户","否","散客","https://enroll.viridian.com/document?t=ElectricityFactsLabel&planRateId=1193298"
"1127","11966","ONCOR ELECTRIC DELIVERY COMPANY","国际","You Got This 24",11.7,10.8,10.4,"是",14,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX0522_SPA_20180807.PDF"
"1128","11960","ONCOR ELECTRIC DELIVERY COMPANY","国际","You Got This 12",11.6,10.7,10.3,"是",14,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX0525_SPA_20180807.PDF"
"1129","11950","ONCOR ELECTRIC DELIVERY COMPANY","国际","Monthly Freedom Plan",11.9,11,10.6,"否",14,0,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFORXXX0105_SPA_20180323.PDF"
"1130","11852","ONCOR ELECTRIC DELIVERY COMPANY","国际","Live Brighter 24",12.8,11.9,11.5,"是",10,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXX2060_SPA_20180606.PDF"
"1131","11836","ONCOR ELECTRIC DELIVERY COMPANY","国际","Free Power Weekends 24",13,12.3,11.9,"是",14,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXT0606_SPA_20180606.PDF"
"1132","11870","ONCOR ELECTRIC DELIVERY COMPANY","国际","Super Saver - 12",9.2,8.8,8.6,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28275"
"1133","11871","ONCOR ELECTRIC DELIVERY COMPANY","国际","Super Saver - 18",9.2,8.8,8.6,"是",19,18,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28276"
"1134","11872","ONCOR ELECTRIC DELIVERY COMPANY","国际","Super Saver - 24",9.3,8.9,8.7,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28277"
"1135","11873","ONCOR ELECTRIC DELIVERY COMPANY","国际","Green Saver - 12",9.3,8.9,8.7,"是",100,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28384"
"1136","11874","ONCOR ELECTRIC DELIVERY COMPANY","国际","Green Saver - 18",9.2,8.8,8.6,"是",100,18,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28280"
"1137","11875","ONCOR ELECTRIC DELIVERY COMPANY","国际","Green Saver - 24",9.3,8.9,8.7,"是",100,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28281"
"1138","11846","ONCOR ELECTRIC DELIVERY COMPANY","国际","Live Brighter 12",11.8,10.9,10.5,"是",14,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXX2165_SPA_20180807.PDF"
"1139","11840","ONCOR ELECTRIC DELIVERY COMPANY","国际","Bright Choice",12.5,11.6,11.2,"否",14,1,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDORXXX0242_SPA_20180501.PDF"
"1140","11841","ONCOR ELECTRIC DELIVERY COMPANY","国际","Bright Choice",11.2,10,9.4,"否",14,1,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDSRXXX0111_SPA_20171205.PDF"
"1141","11829","ONCOR ELECTRIC DELIVERY COMPANY","国际","Free Power Weekends 12",11.8,11.1,10.7,"是",14,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXT0637_SPA_20180807.PDF"
"1142","11801","ONCOR ELECTRIC DELIVERY COMPANY","特惠","#Super24",14.8,6.4,10.3,"是",19,24,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/onc_super24_PTC_07262018.pdf"
"1143","11816","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Classic 3-Month",9.3,8,10.3,"是",5,3,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/Oncor/Classic_3-month"
"1144","11817","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Classic 12-Month",10.9,9.5,11.9,"是",5,12,"老客户","否","散客","https://www.infiniteenergy.com/client/resources/efl/signup/Oncor/Classic_12-month"
"1145","13119","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Real Value 24",13.5,10.9,15.5,"是",6,24,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXRLVAL2424AJ&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1146","13135","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Real Value 24",13.5,10.9,15.5,"是",6,24,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXRLVAL2424AJ&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1147","13166","ONCOR ELECTRIC DELIVERY COMPANY","时效","Easy Saver 12",15.8,7.9,10.9,"是",5,12,"老客户","否","散客","https://www.4changeenergy.com/Docs/efl_ezysvb12fab_o.pdf"
"1151","13125","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Real Value 12",13.5,10.9,15.5,"是",6,12,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXRLVAL1212AK&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1152","13090","ONCOR ELECTRIC DELIVERY COMPANY","特惠","#Summer Heat 12",9.8,7.2,14.3,"是",19,12,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/onc_summerheat12_PTC_07252018.pdf"
"1153","13114","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Real Value 12",13.5,10.9,15.5,"是",6,12,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXRLVAL1212AK&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1154","13080","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings 12",8.6,4.3,12.3,"是",16,12,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-ONCORD-Keep It Simple Savings 12 (English).pdf"
"1155","13074","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings 9",11.4,5.7,11.2,"是",16,9,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-102431-ONCORD-Keep It Simple Savings 9 (English).pdf"
"1156","13068","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings 6",10.4,5.2,11.2,"是",16,6,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-ONCORD-Keep It Simple Savings 6 (English).pdf"
"1157","13062","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings 3",8.6,4.3,11.8,"是",16,3,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180815-101022-ONCORD-Keep It Simple Savings 3 (English).pdf"
"1158","13056","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings Green 12",8.8,4.4,12.4,"是",100,12,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-ONCORD-Keep It Simple Savings Green 12 (English).pdf"
"1159","13050","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings Green 9",11.6,5.8,11.3,"是",100,9,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-102431-ONCORD-Keep It Simple Savings Green 9 (English).pdf"
"1160","13042","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings Green 6",10.6,5.3,11.3,"是",100,6,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180810-123231-ONCORD-Keep It Simple Savings Green 6 (English).pdf"
"1161","13033","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Keep It Simple Savings Green 3",8.8,4.4,11.9,"是",100,3,"老客户","否","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180815-101022-ONCORD-Keep It Simple Savings Green 3 (English).pdf"
"1162","12944","ONCOR ELECTRIC DELIVERY COMPANY","其他","6 Month Fixed Rate Autopay E-Plan",11.6,10.9,10.6,"是",16,6,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-6-nongreen-ptc.pdf"
"1163","13018","ONCOR ELECTRIC DELIVERY COMPANY","重货","36 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",10.2,9.5,9.2,"是",16,36,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen-ptc.pdf"
"1164","13010","ONCOR ELECTRIC DELIVERY COMPANY","重货","24 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",10.5,9.8,9.5,"是",16,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-ptc.pdf"
"1165","12989","ONCOR ELECTRIC DELIVERY COMPANY","重货","6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",11.5,10.8,10.5,"是",16,6,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen-ptc.pdf"
"1166","12982","ONCOR ELECTRIC DELIVERY COMPANY","重货","3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",13.7,13,12.7,"是",16,3,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-ptc.pdf"
"1167","12974","ONCOR ELECTRIC DELIVERY COMPANY","其他","36 Month Fixed Rate Autopay E-Plan",10.3,9.6,9.3,"是",16,36,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-36-nongreen-ptc.pdf"
"1168","12966","ONCOR ELECTRIC DELIVERY COMPANY","其他","24 Month Fixed Rate Autopay E-Plan",10.6,9.9,9.6,"是",16,24,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen-ptc.pdf"
"1169","12937","ONCOR ELECTRIC DELIVERY COMPANY","其他","3 Month Fixed Rate Autopay E-Plan",13.8,13.1,12.8,"是",16,3,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-3-nongreen-ptc.pdf"
"1170","12900","ONCOR ELECTRIC DELIVERY COMPANY","国际","Straight Power 12",29,14.5,7.3,"是",6,12,"老客户","否","散客","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=SP12O&tdspcode=ONCOR_ELEC"
"1171","12839","ONCOR ELECTRIC DELIVERY COMPANY","其他","12 Month Fixed Rate Autopay E-Plan",10.6,9.9,9.6,"是",16,12,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen-ptc.pdf"
"1172","12804","ONCOR ELECTRIC DELIVERY COMPANY","重货","PRICE PROTECT 24",12.3,10.2,10,"是",12,24,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21384/EFL/ptc/ONCOR/Electric/75001"
"1173","12820","ONCOR ELECTRIC DELIVERY COMPANY","时效","Budget Saver 12",18.6,9.3,9.3,"是",6,12,"老客户","否","散客","https://www.4changeenergy.com/Docs/efl_budsva12fac_o.pdf"
"1174","12841","ONCOR ELECTRIC DELIVERY COMPANY","重货","12 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",10.5,9.8,9.5,"是",16,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-ptc.pdf"
"1178","12767","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Truly Free Weekends 12",13,12.6,12.5,"是",11,12,"老客户","是","散客","https://www.reliant.com/files/090175188166c096.pdf"
"1179","16515","ONCOR ELECTRIC DELIVERY COMPANY","时效","Champ Saver-12",10.5,10.1,9.9,"是",12,12,"老客户","否","散客","https://www.championenergyservices.com/register/efl.aspx?planname=PN2402"
"1180","16517","ONCOR ELECTRIC DELIVERY COMPANY","时效","Champ Saver-24",10.3,9.9,9.7,"是",12,24,"老客户","否","散客","https://www.championenergyservices.com/register/efl.aspx?planname=PN2407"
"1181","16485","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Apartment 12 Plan",11.1,10.7,11.5,"是",11,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c031.pdf"
"1182","16459","ONCOR ELECTRIC DELIVERY COMPANY","时效","Ambit Green Texas Flex",18.3,17.4,17,"否",100,1,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1662_283_1/EN"
"1183","16460","ONCOR ELECTRIC DELIVERY COMPANY","时效","Ambit Green Texas 12",14.2,12.9,12.2,"是",100,12,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1656_283_1/EN"
"1184","16441","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Flex",18.1,17.2,16.8,"否",15,1,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1654_283_1/EN"
"1185","16433","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Classic 24",13.9,12.6,11.9,"是",15,24,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_24ENR1652_283_1/EN"
"1186","16425","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Classic 12",14,12.7,12,"是",15,12,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1660_283_1/EN"
